epoch,train_loss,wb_nmse_db,cost_nmse_db,wb_mae_db,cost_mae_db,wb_mae_los,cost_mae_los,wb_mae_nlos,cost_mae_nlos,tau_mae_ns,cov_acc,mae_LOS_unet,mae_LOS_cost,bias_LOS_unet,bias_LOS_cost,mae_1wall_unet,mae_1wall_cost,bias_1wall_unet,bias_1wall_cost,mae_2wall_unet,mae_2wall_cost,bias_2wall_unet,bias_2wall_cost,mae_3+wall_unet,mae_3+wall_cost,bias_3+wall_unet,bias_3+wall_cost
11,0.6839051239649742,-22.631307210135564,-20.929058053519537,1.027530411950948,1.8647194184120812,0.8076598854902121,1.8792390618589627,1.1045448869630368,1.8596335968909667,3.2050057559237155,1.0,0.8076598854902121,1.8792390618589627,-0.07500406454256725,1.7016425712716736,0.9932674490733783,1.6055281433288557,-0.06969594504460011,0.4258080526866351,1.129064072953742,1.809303510599668,-0.08748200841682775,-0.3905258880686088,1.2754206607144458,2.3901567590989203,-0.057848549895317285,-1.451993374052252
12,0.6768816696607679,-22.679748635524817,-20.929058053519537,1.0201134548290542,1.8647194184120812,0.8039192846956553,1.8792390618589627,1.0958402113602648,1.8596335968909667,3.1461847241604803,1.0,0.8039192846956553,1.8792390618589627,-0.07808533757032324,1.7016425712716736,0.9877516580002778,1.6055281433288557,-0.06870658308785696,0.4258080526866351,1.1211924913478417,1.809303510599668,-0.08515240336158145,-0.3905258880686088,1.2597922918944922,2.3901567590989203,-0.057129555378699515,-1.451993374052252
13,0.6670558835625218,-22.73145685853464,-20.929058053519537,1.0153048120250772,1.8647194184120812,0.8006245715095012,1.8792390618589627,1.0905012726854368,1.8596335968909667,3.101574779847899,1.0,0.8006245715095012,1.8792390618589627,-0.07778317605641671,1.7016425712716736,0.9824218501002481,1.6055281433288557,-0.0687959706233856,0.4258080526866351,1.1152027081336686,1.809303510599668,-0.08155255513380319,-0.3905258880686088,1.255295696347455,2.3901567590989203,-0.04996808597812793,-1.451993374052252
14,0.6676997116864373,-22.772325563802926,-20.929058053519537,1.0095124029510718,1.8647194184120812,0.7974295525710946,1.8792390618589627,1.0837990802153037,1.8596335968909667,3.0597433277846244,1.0,0.7974295525710946,1.8792390618589627,-0.07748725516665464,1.7016425712716736,0.9775068361197135,1.6055281433288557,-0.07233014053556866,0.4258080526866351,1.1090267374917426,1.809303510599668,-0.08634704310265959,-0.3905258880686088,1.244634845637015,2.3901567590989203,-0.05175361458539435,-1.451993374052252
15,0.6554116067688388,-22.806758192744965,-20.929058053519537,1.0051442707488683,1.8647194184120812,0.7943909208521531,1.8792390618589627,1.0789652545244426,1.8596335968909667,3.0189276171935595,1.0,0.7943909208521531,1.8792390618589627,-0.07685308889372744,1.7016425712716736,0.9731069559577673,1.6055281433288557,-0.06975101952384768,0.4258080526866351,1.1039884206952957,1.809303510599668,-0.0830253843057404,-0.3905258880686088,1.2392783951820256,2.3901567590989203,-0.04944122486967456,-1.451993374052252
16,0.6488725957780108,-22.829825339311473,-20.929058053519537,1.0018684336855093,1.8647194184120812,0.7914628907054615,1.8792390618589627,1.0755675936542253,1.8596335968909667,2.9756537447767566,1.0,0.7914628907054615,1.8792390618589627,-0.07698080424960639,1.7016425712716736,0.9689867618473481,1.6055281433288557,-0.07336113092772482,0.4258080526866351,1.0994091708884226,1.809303510599668,-0.08549839399187112,-0.3905258880686088,1.2387598245565732,2.3901567590989203,-0.03946590983190875,-1.451993374052252
17,0.6442998159232983,-22.832673329851858,-20.929058053519537,0.9971529107661884,1.8647194184120812,0.7884594772485676,1.8792390618589627,1.0702523737764154,1.8596335968909667,2.9484363239164386,1.0,0.7884594772485676,1.8792390618589627,-0.07484925071387043,1.7016425712716736,0.9647224054286974,1.6055281433288557,-0.07570177642283844,0.4258080526866351,1.0945377478995835,1.809303510599668,-0.08769434352755996,-0.3905258880686088,1.2309395554823737,2.3901567590989203,-0.04605717734531895,-1.451993374052252
18,0.6347542426646401,-22.857395864290353,-20.929058053519537,0.9924011910435094,1.8647194184120812,0.7858423717306124,1.8792390618589627,1.0647529512931235,1.8596335968909667,2.914758308699845,1.0,0.7858423717306124,1.8792390618589627,-0.0742312923234426,1.7016425712716736,0.9614223867212334,1.6055281433288557,-0.07524548193939036,0.4258080526866351,1.0906293556345816,1.809303510599668,-0.08603242709269772,-0.3905258880686088,1.2193233273329693,2.3901567590989203,-0.036348502403618366,-1.451993374052252
19,0.6281718392234417,-22.879410052361756,-20.929058053519537,0.9892197802178696,1.8647194184120812,0.7835778275775004,1.8792390618589627,1.061250386885383,1.8596335968909667,2.8955248650230656,1.0,0.7835778275775004,1.8792390618589627,-0.07318669313748934,1.7016425712716736,0.9590716463219973,1.6055281433288557,-0.07467214482694527,0.4258080526866351,1.0876717413325219,1.809303510599668,-0.08374647182782599,-0.3905258880686088,1.2129978476355354,2.3901567590989203,-0.04112704694540843,-1.451993374052252
20,0.6230473122979759,-22.900045123168404,-20.929058053519537,0.9855249831822805,1.8647194184120812,0.7809916920001327,1.8792390618589627,1.0571672631249411,1.8596335968909667,2.8652297546717236,1.0,0.7809916920001327,1.8792390618589627,-0.0727470184216963,1.7016425712716736,0.9565182379370959,1.6055281433288557,-0.07444138800928271,0.4258080526866351,1.084405754966097,1.809303510599668,-0.08396099024243656,-0.3905258880686088,1.2050423464124091,2.3901567590989203,-0.041801201422723824,-1.451993374052252
21,0.6193291916636353,-22.896050323137302,-20.929058053519537,0.9831909292011054,1.8647194184120812,0.7787308994018639,1.8792390618589627,1.0548075345343175,1.8596335968909667,2.8427464084074385,1.0,0.7787308994018639,1.8792390618589627,-0.07097484549309299,1.7016425712716736,0.9537886014753212,1.6055281433288557,-0.07364335532396701,0.4258080526866351,1.082085950322556,1.809303510599668,-0.08355722650104794,-0.3905258880686088,1.2033055663928478,2.3901567590989203,-0.04625435961408585,-1.451993374052252
22,0.6089511495957736,-22.899001422989798,-20.929058053519537,0.9807414169345952,1.8647194184120812,0.7766469572874874,1.8792390618589627,1.0522299822906467,1.8596335968909667,2.8202024685346694,1.0,0.7766469572874874,1.8792390618589627,-0.07068452761278599,1.7016425712716736,0.9515698083245457,1.6055281433288557,-0.07474124039670985,0.4258080526866351,1.0795587414302827,1.809303510599668,-0.08433108957603579,-0.3905258880686088,1.2000063288759992,2.3901567590989203,-0.04223140050677298,-1.451993374052252
23,0.6085935838063271,-22.915497505410485,-20.929058053519537,0.9787970682343852,1.8647194184120812,0.7746276254729534,1.8792390618589627,1.0503118947717502,1.8596335968909667,2.8016407068025333,1.0,0.7746276254729534,1.8792390618589627,-0.06907943432941045,1.7016425712716736,0.9497599855194916,1.6055281433288557,-0.07461897707506057,0.4258080526866351,1.0776655003586957,1.809303510599668,-0.08309079739376722,-0.3905258880686088,1.1978576854505456,2.3901567590989203,-0.039976843074748226,-1.451993374052252
24,0.6002228726979197,-22.93127020539194,-20.929058053519537,0.9764984945097555,1.8647194184120812,0.7731141963847312,1.8792390618589627,1.0477383108663905,1.8596335968909667,2.789187646514672,1.0,0.7731141963847312,1.8792390618589627,-0.06717772517649667,1.7016425712716736,0.9483374519721711,1.6055281433288557,-0.0723051126338919,0.4258080526866351,1.0756187541793791,1.809303510599668,-0.07831143495885201,-0.3905258880686088,1.1924865118150223,2.3901567590989203,-0.0373675756276927,-1.451993374052252
25,0.6004406164807102,-22.937932368884404,-20.929058053519537,0.974945486237426,1.8647194184120812,0.7716711821758472,1.8792390618589627,1.0461467695334339,1.8596335968909667,2.7754116109992624,1.0,0.7716711821758472,1.8792390618589627,-0.06669070751533802,1.7016425712716736,0.9468555556023136,1.6055281433288557,-0.07256438448954487,0.4258080526866351,1.073818588908609,1.809303510599668,-0.08035348229735345,-0.3905258880686088,1.1909700691321037,2.3901567590989203,-0.03709285810570788,-1.451993374052252
26,0.6034914595663332,-22.943512115255164,-20.929058053519537,0.973705917058869,1.8647194184120812,0.7703632508093321,1.8792390618589627,1.044931149952084,1.8596335968909667,2.763002274268801,1.0,0.7703632508093321,1.8792390618589627,-0.06655601732117597,1.7016425712716736,0.9456962046828472,1.6055281433288557,-0.0736322626571021,0.4258080526866351,1.0721909608578628,1.809303510599668,-0.08259067992925032,-0.3905258880686088,1.190195452378723,2.3901567590989203,-0.044571834436393794,-1.451993374052252
27,0.5988196120580611,-22.949670933372307,-20.929058053519537,0.9727287156917558,1.8647194184120812,0.7694648977378825,1.8792390618589627,1.0439263235740732,1.8596335968909667,2.7551153377505417,1.0,0.7694648977378825,1.8792390618589627,-0.06728382918207602,1.7016425712716736,0.9449035949542905,1.6055281433288557,-0.0751532743317482,0.4258080526866351,1.0710084800943986,1.809303510599668,-0.08267992177554943,-0.3905258880686088,1.1890375066356937,2.3901567590989203,-0.046151249960670875,-1.451993374052252
28,0.5892175418267611,-22.94968846573859,-20.929058053519537,0.9715725758015464,1.8647194184120812,0.7688705678578869,1.8792390618589627,1.0425734127943773,1.8596335968909667,2.7500341988642725,1.0,0.7688705678578869,1.8792390618589627,-0.06511868865372435,1.7016425712716736,0.9443401066419109,1.6055281433288557,-0.07578519768639247,0.4258080526866351,1.0698391169389059,1.809303510599668,-0.08421839495495992,-0.3905258880686088,1.1860005137911598,2.3901567590989203,-0.04743173306369382,-1.451993374052252
29,0.5940189431505513,-22.9484869666586,-20.929058053519537,0.9710700141824109,1.8647194184120812,0.7685374220864228,1.8792390618589627,1.042011497774746,1.8596335968909667,2.7476868810206114,1.0,0.7685374220864228,1.8792390618589627,-0.06572315537291441,1.7016425712716736,0.9440173992606825,1.6055281433288557,-0.07703847966977467,0.4258080526866351,1.0694689466447753,1.809303510599668,-0.08575019692629267,-0.3905258880686088,1.184748716713231,2.3901567590989203,-0.04746262152880761,-1.451993374052252
30,0.5925101811059545,-22.948529082302986,-20.929058053519537,0.9706650559222225,1.8647194184120812,0.768291197252767,1.8792390618589627,1.0415509415769113,1.8596335968909667,2.7464687763999085,1.0,0.768291197252767,1.8792390618589627,-0.06524506969619408,1.7016425712716736,0.9437280770051509,1.6055281433288557,-0.07760769866624924,0.4258080526866351,1.069051875853401,1.809303510599668,-0.08812477647903219,-0.3905258880686088,1.1839179968311544,2.3901567590989203,-0.05309877270646991,-1.451993374052252
