scene,i,j,pi_xyz,pj_xyz,unet_ij_db,unet_ji_db,unet_absdiff_db,unet_valid,sionna_ij_db,sionna_ji_db,sionna_absdiff_db,sionna_valid
random_004,6,24,"8.125,24.375,1.562","35.625,28.750,0.312",82.5755386352539,86.0607681274414,3.4852294921875,1,74.88504028320312,74.5108642578125,0.374176025390625,1
random_004,6,25,"8.125,24.375,1.562","13.125,23.750,0.312",61.30885314941406,60.846214294433594,0.46263885498046875,1,61.57375717163086,61.57928466796875,0.005527496337890625,1
random_004,6,26,"8.125,24.375,1.562","1.250,1.250,0.312",89.33430480957031,85.52256774902344,3.811737060546875,1,72.8849868774414,73.63338470458984,0.7483978271484375,1
random_004,6,27,"8.125,24.375,1.562","36.250,25.000,0.312",86.00143432617188,86.38092041015625,0.379486083984375,1,76.40776824951172,76.23248291015625,0.17528533935546875,1
random_004,6,28,"8.125,24.375,1.562","25.000,2.500,2.188",92.15304565429688,85.71768188476562,6.43536376953125,1,81.46990966796875,83.57386779785156,2.1039581298828125,1
random_004,6,29,"8.125,24.375,1.562","4.375,9.375,0.938",83.8147201538086,80.42350769042969,3.3912124633789062,1,73.70075988769531,72.79935455322266,0.9014053344726562,1
random_004,7,8,"25.625,35.000,0.938","37.500,21.250,0.938",75.1590576171875,75.91377258300781,0.7547149658203125,1,71.3454360961914,70.95386505126953,0.391571044921875,1
random_004,7,9,"25.625,35.000,0.938","26.875,1.250,1.562",96.54962158203125,78.7978286743164,17.751792907714844,1,73.43021392822266,72.26976013183594,1.1604537963867188,1
random_004,7,10,"25.625,35.000,0.938","23.125,11.250,1.562",73.45501708984375,73.9212875366211,0.46627044677734375,1,74.78362274169922,73.6764144897461,1.107208251953125,1
random_004,7,11,"25.625,35.000,0.938","15.000,10.625,0.938",92.23907470703125,87.54986572265625,4.689208984375,1,80.37736511230469,80.65861511230469,0.28125,1
random_004,7,12,"25.625,35.000,0.938","25.000,31.250,0.938",58.076473236083984,57.899253845214844,0.17721939086914062,1,58.073394775390625,58.05079650878906,0.0225982666015625,1
random_004,7,13,"25.625,35.000,0.938","22.500,20.625,0.312",68.49737548828125,68.76287841796875,0.2655029296875,1,66.13584899902344,67.40665435791016,1.2708053588867188,1
random_004,7,14,"25.625,35.000,0.938","34.375,21.875,1.562",75.87109375,74.06552124023438,1.805572509765625,1,73.47188568115234,73.13888549804688,0.33300018310546875,1
random_004,7,15,"25.625,35.000,0.938","4.375,32.500,2.188",72.30793762207031,71.94371032714844,0.364227294921875,1,71.29708099365234,72.38099670410156,1.0839157104492188,1
random_004,7,16,"25.625,35.000,0.938","26.875,31.875,0.312",57.13459396362305,57.018218994140625,0.11637496948242188,1,57.08565139770508,57.080101013183594,0.005550384521484375,1
random_004,7,17,"25.625,35.000,0.938","31.875,36.875,0.938",65.12799835205078,63.491458892822266,1.6365394592285156,1,63.56835174560547,63.64469909667969,0.07634735107421875,1
random_004,7,18,"25.625,35.000,0.938","16.875,3.750,2.188",93.65350341796875,88.29867553710938,5.354827880859375,1,82.91758728027344,82.93310546875,0.0155181884765625,1
random_004,7,19,"25.625,35.000,0.938","18.125,27.500,0.938",69.42832946777344,68.12486267089844,1.303466796875,1,64.65837860107422,72.08424377441406,7.425865173339844,1
random_004,7,20,"25.625,35.000,0.938","3.750,37.500,0.938",72.44648742675781,72.22439575195312,0.2220916748046875,1,69.06501770019531,68.98823547363281,0.0767822265625,1
random_004,7,21,"25.625,35.000,0.938","24.375,6.875,1.562",74.88211059570312,74.76677703857422,0.11533355712890625,1,73.3857650756836,72.12823486328125,1.2575302124023438,1
random_004,7,22,"25.625,35.000,0.938","22.500,3.750,1.562",94.40026092529297,79.52758026123047,14.8726806640625,1,78.24021911621094,76.17630004882812,2.0639190673828125,1
random_004,7,23,"25.625,35.000,0.938","25.625,3.750,0.938",96.2484130859375,77.82710266113281,18.421310424804688,1,77.01661682128906,78.30683898925781,1.29022216796875,1
random_004,7,24,"25.625,35.000,0.938","35.625,28.750,0.312",70.04740142822266,70.60137176513672,0.5539703369140625,1,67.82513427734375,68.06124114990234,0.23610687255859375,1
random_004,7,25,"25.625,35.000,0.938","13.125,23.750,0.312",79.880859375,75.84912109375,4.03173828125,1,71.41585540771484,71.96328735351562,0.5474319458007812,1
random_004,7,26,"25.625,35.000,0.938","1.250,1.250,0.312",92.49954223632812,89.60686492919922,2.8926773071289062,1,82.88027954101562,82.07574462890625,0.804534912109375,1
random_004,7,27,"25.625,35.000,0.938","36.250,25.000,0.312",69.15837097167969,69.3961410522461,0.23777008056640625,1,66.96694946289062,66.96222686767578,0.00472259521484375,1
random_004,7,28,"25.625,35.000,0.938","25.000,2.500,2.188",96.02491760253906,78.13274383544922,17.892173767089844,1,77.92870330810547,77.7888412475586,0.139862060546875,1
random_004,7,29,"25.625,35.000,0.938","4.375,9.375,0.938",92.21622467041016,88.37605285644531,3.8401718139648438,1,82.17433166503906,81.55793762207031,0.61639404296875,1
random_004,8,9,"37.500,21.250,0.938","26.875,1.250,1.562",90.65098571777344,82.92680358886719,7.72418212890625,1,76.39259338378906,76.51886749267578,0.12627410888671875,1
random_004,8,10,"37.500,21.250,0.938","23.125,11.250,1.562",74.55921936035156,73.11554718017578,1.4436721801757812,1,70.64070892333984,70.61235809326172,0.028350830078125,1
random_004,8,11,"37.500,21.250,0.938","15.000,10.625,0.938",83.26826477050781,80.42596435546875,2.8423004150390625,1,78.16992950439453,77.56364440917969,0.6062850952148438,1
random_004,8,12,"37.500,21.250,0.938","25.000,31.250,0.938",74.28447723388672,74.716064453125,0.43158721923828125,1,72.11621856689453,72.2073974609375,0.09117889404296875,1
random_004,8,13,"37.500,21.250,0.938","22.500,20.625,0.312",69.03355407714844,69.28132629394531,0.247772216796875,1,67.26025390625,66.18702697753906,1.0732269287109375,1
random_004,8,14,"37.500,21.250,0.938","34.375,21.875,1.562",56.93201446533203,57.09140396118164,0.15938949584960938,1,56.92235565185547,56.199092864990234,0.7232627868652344,1
random_004,8,15,"37.500,21.250,0.938","4.375,32.500,2.188",85.48289489746094,85.53227996826172,0.04938507080078125,1,79.20038604736328,79.5997314453125,0.39934539794921875,1
random_004,8,16,"37.500,21.250,0.938","26.875,31.875,0.312",73.60227966308594,74.22064971923828,0.6183700561523438,1,69.96595001220703,70.73027038574219,0.7643203735351562,1
random_004,8,17,"37.500,21.250,0.938","31.875,36.875,0.938",79.1441650390625,71.54478454589844,7.5993804931640625,1,68.04373931884766,68.16463470458984,0.1208953857421875,1
random_004,8,18,"37.500,21.250,0.938","16.875,3.750,2.188",89.36585998535156,82.13507080078125,7.2307891845703125,1,78.35531616210938,78.13468933105469,0.2206268310546875,1
random_004,8,19,"37.500,21.250,0.938","18.125,27.500,0.938",84.14861297607422,74.85287475585938,9.295738220214844,1,72.40599060058594,71.99179077148438,0.4141998291015625,1
random_004,8,20,"37.500,21.250,0.938","3.750,37.500,0.938",83.40758514404297,84.43138122558594,1.0237960815429688,1,80.05882263183594,79.17196655273438,0.8868560791015625,1
random_004,8,21,"37.500,21.250,0.938","24.375,6.875,1.562",75.63557434082031,75.85713958740234,0.22156524658203125,1,71.18870544433594,72.86880493164062,1.6800994873046875,1
random_004,8,22,"37.500,21.250,0.938","22.500,3.750,1.562",90.93313598632812,82.27669525146484,8.656440734863281,1,80.35716247558594,78.5676498413086,1.7895126342773438,1
random_004,8,23,"37.500,21.250,0.938","25.625,3.750,0.938",91.23817443847656,82.42652130126953,8.811653137207031,1,77.0408706665039,76.60174560546875,0.43912506103515625,1
random_004,8,24,"37.500,21.250,0.938","35.625,28.750,0.312",63.69002151489258,63.59663772583008,0.0933837890625,1,64.01206970214844,64.43054962158203,0.41847991943359375,1
random_004,8,25,"37.500,21.250,0.938","13.125,23.750,0.312",86.06607818603516,85.33270263671875,0.7333755493164062,1,73.46973419189453,75.6091079711914,2.139373779296875,1
random_004,8,26,"37.500,21.250,0.938","1.250,1.250,0.312",85.730224609375,84.33827209472656,1.3919525146484375,1,79.69877624511719,80.48572540283203,0.7869491577148438,1
random_004,8,27,"37.500,21.250,0.938","36.250,25.000,0.312",58.297279357910156,58.42840576171875,0.13112640380859375,1,57.57056427001953,57.57228469848633,0.001720428466796875,1
random_004,8,28,"37.500,21.250,0.938","25.000,2.500,2.188",90.83247375488281,82.71408081054688,8.118392944335938,1,77.94508361816406,77.90582275390625,0.0392608642578125,1
random_004,8,29,"37.500,21.250,0.938","4.375,9.375,0.938",88.0538330078125,84.18168640136719,3.8721466064453125,1,79.13229370117188,79.5619125366211,0.42961883544921875,1
